module	C3002C4_MGX	C3013C2_MGX	M2008C11_MGX	M2075C4_MGX	M2077C1_MGX	P6009C1_MGX	IBDMDB_CD_MSM6J2IY	IBDMDB_CD_PSM7J199	IBDMDB_UC_PSMA267J	G48777_CD	G48780_CD	G48783_Control	G48784_UC	G48787_Control	G48789_Control	G48790_Control	G48791_UC	G48792_Control	G48793_Control	G48794_UC	G48795_CD	G48796_CD	G48798_Control	G48799_UC	G48802_UC	G48804_CD	G48805_CD	G48806_CD	G48807_CD	G48808_Control	G48810_CD	G48812_UC	G48814_UC	G48815_CD	G48817_CD	G48819_CD	G48820_CD	G48821_UC	G48822_UC	G48823_CD	G48826_Control	G48827_CD	G48831_Control	G48832_UC	G48836_UC	G48838_CD	G48839_CD	G48841_CD	G48842_CD	G83831_Control	AST0002	AST0003	AST0005	AST0008	AST0009	AST0011	AST0013	AST0015	AST0017	AST0018	AST0019	AST0022	AST0023	AST0024	AST0025	AST0026	AST0029	AST0030	AST0031	AST0032	AST0033	AST0034	AST0035	AST0037	AST0038	AST0040	AST0042	AST0044	AST0045	AST0049	AST0050	AST0051	AST0055	AST0056	AST0057	AST0058	AST0060	AST0061	AST0064	AST0066	AST0067	AST0068	AST0069	AST0070	AST0071	AST0072	AST0073	AST0074	AST0075	AST0076	AST0077	AST0078	AST0081	AST0083	AST0086	AST0090	AST0091	AST0092	AST0093	AST0095	AST0098	AST0100	AST0104	AST0105	AST0107	AST0109	AST0112	AST0113	AST0114	AST0115	AST0117	AST0118	AST0119	AST0120	AST0121	AST0122	AST0124	AST0126	AST0127	AST0128	AST0130	AST0131	AST0132	AST0133	AST0134	AST0135	AST0136	AST0139	AST0140	AST0141	AST0145	AST0148	AST0149	AST0153	AUS0002	AUS0004	AUS0014	AUS0016	AUS0018	AUS0020	AUS0022	AUS0024	CAN0001	CAN0002	CAN0003	CAN0004	CAN0005	CAN0006	CAN0007	CAN0009	CAN0010	CAN0011	CAN0012	CAN0013	CAN0014	CAN0015	CAN0016	CAN0017	CAN0018	CAN0019	CAN0020	CAN0021	CAN0022	CAN0023	CHI0106	CHI0111	CHI0116	CHI0132	CHI0133	CHI0138	CHI0140	CHI0141	CHI0143	CHI0145	CHI0154	CHI0162	CHI0164	CHI0165	CHI0167	CHI0168	CHI0182	DEN0001	DEN0003	DEN0005	DEN0007	DEN0010	DEN0011	DEN0012	DEN0017	DEN0018	DEN0021	DEN0022	DEN0026	DEN0028	DEN0029	DEN0031	DEN0033	DEN0035	DEN0039	DEN0041	DEN0045	DEN0046	DEN0051	DEN0052	DEN0053	DEN0061	DEN0062	DEN0063	DEN0064	DEN0065	DEN0066	DEN0067	DEN0069	DEN0070	DEN0071	DEN0072	DEN0073	DEN0078	DEN0079	DEN0082	DEN0083	DEN0085	DEN0087	DEN0090	DEN0092	DEN0093	DEN0094	DEN0096	DEN0099	DEN0100	DEN0101	DEN0107	DEN0108	DEN0109	DEN0111	DEN0114	DEN0118	DEN0120	DEN0121	DEN0122	DEN0127	DEN0131	DEN0132	DEN0133	DEN0134	DEN0136	DEN0138	DEN0139	DEN0143	DEN0144	DEN0145	DEN0146	DEN0149	DEN0151	DEN0152	DEN0153	DEN0154	DEN0156	DEN0158	DEN0159	DEN0160	DEN0161	DEN0162	DEN0164	DEN0165	DEN0168	DEN0169	DEN0173	DEN0174	DEN0175	DEN0178	DEN0179	DEN0180	DEN0181	DEN0184	DEN0185	DEN0188	DEN0192	DEN0194	DEN0195	DEN0199	DEN0200	DEN0202	DEN0203	DEN0205	DEN0212	DEN0213	DEN0214	DEN0215	DEN0216	DEN0219	DEN0221	DEN0225	DEN0226	DEN0228	DEN0229	DEN0230	DEN0231	DEN0233	DEN0236	DEN0237	DEN0238	DEN0239	DEN0240	DEN0241	DEN0244	DEN0245	DEN0246	DEN0250	DEN0251	DEN0252	DEN0253	DEN0254	DEN0257	DEN0259	DEN0260	DEN0261	DEN0263	DEN0264	DEN0266	DEN0268	DEN0270	DEN0272	DEN0274	DEN0276	DEN0278	DEN0281	DEN0283	DEN0287	DEN0288	DEN0289	DEN0290	ENG0006	ENG0103	n_209_V6_M_229_non_pouchitis_2	n_209_V7_M_348_non_pouchitis_3	n_210_V10_M_720_non_pouchitis_7	n_210_V5_M_117_non_pouchitis_4	n_210_V6_M_265_non_pouchitis_5	n_210_V7_M_368_non_pouchitis_6	n_211_V10_M_714_non_pouchitis_4	n_211_V5_M_117_non_pouchitis_1	n_211_V6_M_229_non_pouchitis_2	n_211_V7_M_369_non_pouchitis_3	n_212_V10_M_720_non_pouchitis_4	n_212_V5_M_120_non_pouchitis_1	n_212_V6_M_239_non_pouchitis_2	n_212_V7_M_359_non_pouchitis_3	n_213_V10_M_722_non_pouchitis_4	n_213_V5_M_126_non_pouchitis_1	n_213_V6_M_231_non_pouchitis_2	n_213_V7_M_359_non_pouchitis_3	n_216_V10_M_721_non_pouchitis_4	n_216_V6_M_233_non_pouchitis_2	n_217_V10_M_720_non_pouchitis_4	n_217_V6_M_235_non_pouchitis_2	n_423_V6_M_232_non_pouchitis_2	n_423_V7_M_355_non_pouchitis_3	n_427_V6_M_234_non_pouchitis_2	n_503_V5_M_126_non_pouchitis_1	n_503_V6_M_271_non_pouchitis_2	n_503_V7_M_412_non_pouchitis_3	p_200_V10_M_731_without_inflamation_5	p_200_V12_M_282_inflamation_1	p_202_V10_M_743_without_inflamation_6	p_202_V11_M_301_inflamation_3	p_202_V12_M_329_antibiotic_4	p_202_V6_M_238_without_inflamation_2	p_204_V10_M_785_without_inflamation_6	p_204_V12_M_462_antibiotic_4	p_204_V5_M_187_without_inflamation_1	p_204_V6_M_308_without_inflamation_2	p_206_V11_M_482_inflamation_5	p_206_V5_M_118_without_inflamation_1	p_206_V6_M_237_without_inflamation_2	p_206_V7_M_363_without_inflamation_3	p_207_V10_M_719_inflamation_7	p_207_V5_M_124_without_inflamation_1	p_207_V6_M_236_without_inflamation_2	p_207_V7_M_355_without_inflamation_3	p_207_V8_M_482_inflamation_4	p_207_V9_M_601_without_inflamation_6	p_208_V12_M_651_antibiotic_6	p_208_V5_M_119_without_inflamation_1	p_208_V7_M_357_without_inflamation_3	p_208_V9_M_613_inflamation_5	p_214_V6_M_231_without_inflamation_2	p_214_V7_M_358_without_inflamation_3	p_214_V8_M_484_inflamation_4	p_215_V10_M_717_without_inflamation_3	p_215_V6_M_248_without_inflamation_1	p_215_V7_M_371_without_inflamation_2	p_218_V6_M_238_without_inflamation_2	p_500_V5_M_120_without_inflamation_1	p_500_V6_M_260_without_inflamation_2	p_500_V7_M_365_without_inflamation_3	p_502_V5_M_120_without_inflamation_1	p_502_V6_M_234_without_inflamation_2
M00120	9	6	8	14	8	16	13	8	12	30	35	55	40	32	71	65	66	46	49	40	32	50	47	40	41	10	3	10	50	42	26	39	16	32	35	14	16	11	10	40	48	27	42	32	11	40	37	13	29	23	38	44	35	20	12	28	12	29	27	29	25	34	29	31	36	37	39	9	34	30	17	41	15	27	32	14	38	22	20	33	15	35	35	14	7	21	34	35	25	20	29	24	32	35	43	30	31	35	22	32	18	29	34	24	40	29	37	18	30	36	29	11	24	35	36	22	31	41	27	26	27	31	29	31	31	36	26	19	37	41	35	19	4	35	26	23	28	17	35	29	26	34	32	26	21	17	28	26	23	22	34	26	43	16	40	23	21	49	33	19	14	32	52	28	45	41	41	43	32	9	38	36	28	8	19	22	20	30	24	17	34	23	26	20	25	26	20	19	27	22	24	28	30	26	34	36	28	8	27	29	31	28	27	20	7	27	33	24	12	33	39	17	41	27	6	37	13	40	27	25	25	22	29	31	33	20	40	17	30	29	28	33	8	20	6	36	30	32	6	24	23	13	13	9	21	11	27	6	14	33	5	32	34	31	28	22	5	15	26	28	21	22	17	11	8	35	11	30	30	25	12	27	14	9	18	34	25	19	37	13	9	7	30	20	21	27	23	5	31	24	37	18	8	25	24	25	32	21	18	19	29	27	9	29	26	20	28	29	11	11	20	27	38	35	6	32	26	46	7	11	34	9	39	26	25	27	18	36	32	34	24	10	25	4	35	26	36	26	18	20	33	26	28	24	17	15	35	29	36	57	16	33	23	19	26	20	18	24	22	24	33	15	13	22	15	11	16	26	10	19	27	16	19	27	14	12	16	16	10	14	23	13	20	16	16	8	8	13	15	19	11	12	22	31	16	6	20	14	9	34	22	21	22	24	21	27	21	22
M00121	1	0	0	0	0	1	0	0	0	4	7	3	4	1	4	6	4	1	3	5	4	3	5	0	4	2	2	2	4	1	1	3	5	3	1	8	5	2	2	2	4	2	2	2	1	3	3	2	3	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	0	3	2	0	2	1	1	1	5	1	1	2	1	2	2	1	3	2	3	1	1	2	4	3	1	1	2	3	2	1	4	2	1	1	6	0	3	1	1	4	1	0	2	0	0	3	0	0	1	2	1	2	3	0	2	2	2	1	0	0	1	0	2	1	1	2	0	2	1	4	0	3	6	0	2	1	2	0	2	1	0	2	1	1	0	3	5	3	1	3	4	3	2	0	2	2	1	2	2	3	2	3	2	1	0	1	2	2	1	2	2	1	1	1	1	2	1	7	3	0	1	2	0	1	0	2	2	0	1	3	1	1	3	2	1	1	1	3	0	0	1	0	0	0	2	1	0	2	2	0	2	0	0	1	1	1	1	0	1	1	0	2	0	0	3	1	2	0	2	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	2	0	0	0	0	1	1	1	1	2	0	0	1	0	2	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	2	2	0	1	0	1	1	1	0	0	0	1	1	3	0	1	1	1	2	0	4	0	1	0	1	0	1	1	3	3	6	1	1	1	2	0	0	1	0	1	1	1	1	0	1	1	1	2	0	1	0	2	1	1	1	1	1	2	1	1	1	3	7	1	1	1	4	2	8	9	1	3	8	3	13	6	6	9	7	6	6	2	3	5	7	3	9	9	2	4	5	3	6	2	5	3	0	1	6	3	5	8	1	2	3	2	3	2	4	11	10	6	0	5	2	2	7	4	1	8	3	8	5	8	1
M00122	5	6	6	11	5	14	11	7	7	14	21	41	28	29	60	56	39	36	38	35	24	36	36	37	37	5	1	8	35	38	18	29	11	23	25	9	10	8	8	25	39	16	34	23	7	28	21	12	18	21	28	37	29	18	7	23	10	22	22	21	24	32	27	22	27	30	26	10	25	22	10	30	16	21	23	13	26	14	13	27	5	16	27	8	4	14	26	25	20	12	21	24	19	25	36	28	23	28	16	30	17	19	27	14	23	20	30	15	14	23	26	10	18	25	25	12	22	26	21	23	18	23	23	24	20	29	15	17	29	33	30	13	2	32	22	20	19	16	29	21	22	24	26	18	13	12	20	8	20	16	21	17	29	13	28	19	17	36	35	18	12	24	44	22	43	28	27	29	21	7	29	30	22	6	12	20	15	18	14	10	21	18	15	14	20	14	15	15	17	20	19	19	26	19	16	25	13	5	19	16	22	21	19	17	5	21	23	12	6	25	24	9	25	20	1	21	6	20	15	14	15	17	20	15	23	6	27	13	21	20	19	20	3	15	2	27	17	20	4	21	10	7	8	3	10	4	23	3	8	23	7	23	24	17	18	14	3	2	18	16	13	14	17	7	1	17	8	21	23	21	7	22	8	5	18	24	19	14	23	10	4	4	17	12	12	20	19	2	19	18	24	15	5	16	19	19	24	15	13	12	19	25	3	14	16	6	10	20	2	7	12	17	30	27	3	23	20	32	4	6	20	4	34	14	16	16	11	22	22	21	17	9	19	1	17	15	23	21	10	7	23	14	19	19	7	8	26	20	27	41	15	19	11	14	21	13	10	19	16	12	22	12	7	13	7	3	11	18	7	10	17	15	11	18	10	5	9	12	5	11	18	6	12	10	7	3	7	9	11	11	8	7	16	14	11	4	14	12	9	15	15	16	6	13	13	16	18	21
M00123	7	3	7	9	7	11	5	7	6	13	10	17	10	8	24	15	19	13	9	17	15	11	16	14	16	3	2	2	9	14	10	12	3	10	7	9	9	5	2	11	17	9	15	4	2	17	15	1	9	5	5	6	1	3	4	4	3	1	1	2	3	8	7	7	5	3	8	4	4	2	0	2	6	13	5	3	1	3	8	2	1	0	4	4	1	2	9	6	7	0	0	9	8	12	7	20	10	11	3	18	5	11	7	3	6	3	4	1	1	6	7	3	2	3	4	1	7	13	2	3	7	4	7	6	13	8	10	3	10	9	4	4	2	13	4	4	10	8	8	9	12	10	13	13	9	8	13	7	11	10	15	12	24	7	17	9	8	23	13	8	10	14	22	17	22	22	23	17	14	3	16	19	18	6	5	8	13	7	7	7	12	13	14	7	13	10	11	6	9	8	8	9	7	7	16	15	7	3	13	8	10	16	14	11	5	7	9	8	6	12	16	7	12	10	1	15	4	12	11	11	10	11	15	14	16	9	15	6	9	9	10	14	3	8	1	11	4	18	3	9	3	3	6	3	8	4	10	1	4	16	6	14	9	8	7	9	3	3	14	8	8	7	9	4	2	12	4	11	13	5	7	11	6	2	8	13	7	2	18	5	4	4	16	10	10	11	10	3	12	11	16	11	3	11	7	12	18	6	11	9	17	13	4	17	12	5	8	17	1	4	9	12	11	13	6	13	13	16	5	2	18	3	11	13	11	11	7	12	10	12	9	11	11	1	14	11	12	12	8	4	16	11	15	11	2	6	16	12	12	17	8	7	4	10	5	8	1	11	8	8	11	5	8	7	4	2	7	9	4	7	11	7	6	7	6	6	7	6	4	7	9	6	2	9	7	1	4	7	7	7	5	7	7	11	9	3	6	6	4	13	6	7	5	18	12	15	7	10
M00124	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	3	4	2	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	2	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	2	0	7	2	1	1	1	2	0	1	0	1	1	1	3	3	1	1	1	1	1	0	1	1	0	0	1	1	2	1	1	1	1	1	1	1	2	0	1	1	0	1	1	2	1	2	0	1	0	1	1	3	0
M00125	7	7	9	11	6	15	8	9	10	18	23	35	25	16	42	43	40	35	34	32	19	33	33	25	29	7	3	6	29	32	20	22	11	23	18	12	13	8	6	22	31	16	30	8	8	25	24	8	18	13	19	18	13	10	7	20	6	16	15	14	15	21	20	22	20	22	25	7	15	13	6	18	11	22	15	12	17	10	11	12	5	18	17	5	3	11	18	19	20	6	10	16	19	28	24	29	20	17	10	28	10	19	24	14	25	15	19	8	11	20	22	7	12	17	20	8	20	28	15	12	16	17	23	20	23	22	20	12	22	27	18	16	3	30	18	16	17	13	18	23	22	19	19	19	18	15	22	19	19	16	29	16	36	13	39	22	21	37	28	15	14	25	44	27	39	35	30	33	24	9	26	26	25	10	16	23	17	22	15	13	25	19	17	12	22	26	17	12	20	14	22	21	19	21	27	23	20	6	28	17	25	24	21	21	7	18	20	19	9	23	28	12	29	21	2	31	12	26	20	21	23	26	22	21	26	14	33	11	27	18	25	29	7	13	4	24	21	27	4	18	18	9	11	9	16	9	26	6	10	30	6	23	16	21	19	20	4	11	27	25	16	20	24	14	7	21	13	23	20	15	12	20	13	12	21	25	19	11	28	10	9	8	26	13	13	21	21	3	22	21	25	19	9	13	17	27	26	15	18	18	23	21	7	22	25	20	21	28	9	9	18	22	24	23	8	24	27	34	8	6	25	6	23	20	25	18	18	25	27	24	20	13	22	6	27	22	30	26	16	16	28	24	25	24	7	8	27	22	22	31	15	15	16	13	12	14	10	16	15	17	19	13	9	12	8	6	13	14	6	14	16	12	9	13	10	6	10	11	8	10	14	9	11	13	10	3	7	9	12	13	10	10	15	23	9	3	11	12	9	20	16	11	9	17	16	21	18	15
M00126	6	5	8	11	10	12	4	8	9	20	22	25	23	17	43	49	40	25	18	35	19	23	30	23	29	4	2	3	19	24	21	27	5	20	27	8	14	7	5	24	21	13	30	12	4	29	25	4	15	12	14	13	9	13	5	12	8	1	7	3	8	13	19	16	18	11	18	7	11	9	8	10	9	17	8	10	8	4	11	5	4	9	13	3	3	7	21	15	18	1	7	11	16	25	19	31	20	23	6	28	15	19	21	13	18	10	14	4	3	20	18	8	9	10	8	7	12	29	7	6	12	12	14	23	21	21	22	15	26	23	15	10	3	26	8	8	20	9	21	22	21	23	24	25	14	11	23	17	21	20	27	19	34	10	39	22	15	39	33	19	12	25	42	25	31	31	34	32	25	6	24	26	22	8	19	19	18	16	12	12	20	26	18	13	20	25	13	11	15	14	20	27	12	17	27	28	18	5	22	22	21	25	22	15	6	18	12	19	8	22	21	12	26	22	5	28	5	27	24	24	21	21	22	25	26	12	32	11	28	23	17	25	4	14	7	17	13	30	2	13	16	9	12	9	11	11	21	5	10	24	9	23	15	15	16	15	8	9	21	25	14	16	21	10	2	22	7	21	20	9	15	15	10	6	18	22	15	12	23	11	5	6	26	13	12	24	20	5	18	14	23	21	3	16	15	19	25	17	16	13	21	22	6	24	18	5	16	22	5	7	18	24	29	21	7	23	21	29	4	7	23	8	26	16	22	18	14	17	26	23	14	12	23	4	24	21	30	17	16	20	23	22	24	20	4	3	20	19	22	30	12	10	3	12	7	12	4	23	8	11	11	3	10	7	8	2	6	8	4	9	17	11	12	11	6	7	1	7	5	7	14	6	11	14	10	5	4	7	8	10	8	7	7	12	4	2	4	6	6	17	12	13	7	18	18	21	16	12
M00127	6	4	3	6	0	6	5	2	4	13	1	21	10	8	25	30	26	16	11	27	1	11	18	12	18	1	1	1	10	14	13	10	2	1	14	3	4	2	2	13	14	7	14	2	1	1	1	4	1	6	5	6	0	2	1	4	4	0	0	2	1	4	7	7	6	5	10	2	2	3	1	1	3	2	3	3	1	1	1	4	1	1	1	1	0	1	2	7	8	0	2	9	7	18	10	1	15	15	1	1	7	1	11	5	10	4	2	1	0	8	1	4	6	2	1	0	11	23	1	1	6	1	9	13	15	7	15	1	12	11	1	10	2	15	2	3	1	2	9	1	13	1	13	1	12	6	1	15	15	10	24	13	1	10	25	13	11	25	18	9	1	1	1	1	24	24	21	23	15	5	22	20	15	3	13	15	9	15	11	10	14	15	12	1	15	19	8	1	15	11	1	1	4	14	1	20	11	2	18	14	15	18	15	13	3	12	5	8	4	1	20	10	13	15	1	20	6	20	18	18	14	15	17	15	15	9	21	13	14	12	13	19	5	10	3	15	14	19	2	1	12	5	8	4	6	4	13	3	7	18	6	14	10	12	12	13	4	2	17	17	10	1	13	7	3	16	8	10	13	6	8	12	9	8	15	16	11	3	18	5	5	4	18	1	10	17	15	2	11	9	18	13	4	12	7	16	19	11	10	10	18	17	3	20	15	1	13	19	3	6	13	1	16	11	5	16	12	19	5	5	16	4	11	15	14	11	10	13	21	1	10	5	15	3	18	14	1	11	14	6	16	20	16	9	1	1	15	1	2	3	1	2	1	1	2	3	0	5	3	1	8	1	2	4	1	2	3	1	1	3	5	2	1	2	1	2	6	6	1	5	1	1	1	2	2	1	1	2	1	2	1	3	1	2	2	2	2	1	2	1	3	4	1	12	11	1	4	1
M00133	2	2	1	3	0	2	0	1	1	7	5	8	6	8	8	11	7	5	6	5	9	8	2	7	4	4	2	5	8	2	2	7	6	6	9	6	5	7	7	6	10	7	4	8	4	9	7	4	8	1	4	6	1	4	4	2	0	2	0	1	2	4	3	2	4	6	3	3	4	2	5	1	1	5	1	6	2	2	6	4	1	1	6	5	3	2	6	1	5	3	2	3	5	3	8	5	5	2	3	8	4	3	5	2	3	2	2	2	0	1	3	1	1	5	2	3	4	4	1	2	6	6	4	5	3	5	4	3	6	6	3	2	2	3	4	4	5	9	6	5	1	6	2	4	2	2	7	5	8	3	6	7	3	5	8	3	2	11	4	2	3	6	6	8	7	8	5	4	4	1	5	4	6	1	2	7	3	3	4	3	2	4	3	2	4	6	5	2	4	3	5	4	2	4	5	8	5	5	10	5	5	5	4	5	0	3	4	5	3	8	9	2	7	6	2	7	4	9	3	3	5	5	7	9	9	3	12	3	7	5	6	4	0	1	2	6	4	9	0	10	1	2	3	4	2	2	7	1	4	5	1	6	5	6	5	6	2	2	4	3	2	5	3	4	1	4	2	4	4	5	4	3	3	1	5	6	4	2	6	4	0	1	4	6	1	4	4	1	6	4	4	2	1	5	7	5	2	3	3	4	6	4	2	9	4	1	3	4	0	1	2	6	6	5	1	4	3	6	0	4	4	2	5	7	4	3	4	4	7	4	5	1	7	1	4	5	8	3	3	0	5	3	4	3	4	3	8	6	9	13	4	16	4	5	8	9	5	12	7	8	13	4	7	6	2	4	5	9	6	9	15	6	7	8	4	5	1	4	5	3	7	4	9	6	6	3	3	5	5	7	4	5	7	6	6	0	9	6	3	9	7	3	9	6	6	7	10	6
M00134	0	0	0	1	0	1	0	0	0	0	0	2	1	0	2	0	1	1	1	2	1	0	2	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	3	0	2	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	2	0	3	1	0	0	0	1	1	1	0	0	0	1	1	1	0	2	0	0	0	0	1	0	0	1	3	2	0	2	1	1	1	0	0	1	1	0	0	0	2	0	2	1	1	2	0	1	1	1	0	2	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	2	1	0	0	1	1	0	1	2	0	0	1	1	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	1	2	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	2	1	1	1	0	1	2	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	2	2	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0
M00136	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	3	1	1	1	0	1	0	1	0	1	1	1	2	2	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	2	0	1	0	0	1	1	2	1	2	0	1	0	0	1	1	0
M00140	8	8	11	16	8	17	10	9	10	29	38	67	48	45	90	83	76	70	52	58	37	54	60	48	48	12	3	12	52	42	26	54	19	36	61	10	13	12	8	43	67	26	44	32	11	47	33	16	30	30	47	47	36	31	10	51	36	24	25	32	40	36	42	49	50	39	39	14	40	35	17	31	20	27	31	32	41	19	22	33	16	30	47	13	8	23	39	56	39	19	24	33	44	43	47	35	35	41	23	40	30	28	40	40	45	34	46	20	23	30	42	20	51	44	37	21	34	43	29	26	34	45	38	44	36	38	38	28	56	55	35	26	3	38	32	28	29	17	36	36	28	38	33	35	34	20	28	22	31	30	39	35	45	21	49	29	21	63	60	36	20	46	72	41	54	55	43	52	32	9	44	48	35	9	26	44	18	49	18	20	38	36	23	18	33	32	24	23	25	21	30	54	32	40	36	46	47	7	34	42	43	34	34	27	8	34	34	36	10	36	44	21	48	58	7	41	19	54	40	33	35	34	30	36	48	13	54	35	52	46	27	36	9	23	10	38	37	41	6	34	31	11	14	15	20	25	39	9	19	40	10	37	36	43	40	28	7	16	26	37	25	35	27	28	9	45	12	32	28	30	19	32	18	9	40	45	32	18	37	15	12	11	33	23	21	44	34	11	34	30	41	22	11	36	26	49	35	37	22	30	46	44	15	44	31	20	26	40	8	12	24	35	39	38	9	40	30	48	9	11	39	15	58	31	32	39	21	38	44	39	27	18	35	7	33	33	51	37	21	30	38	43	32	29	20	17	35	29	34	50	17	36	25	19	22	20	25	19	18	23	28	16	14	27	11	11	18	24	12	15	24	20	17	29	12	11	18	17	10	16	22	12	22	17	21	6	8	16	13	19	11	14	27	31	17	7	20	16	13	31	18	22	24	24	27	32	22	28
